Problem ID,Problem Name,Acceptance Rate,Difficulty,Topics
2229,Check if an Array Is Consecutive,61.4,Easy,Array
2230,The Users That Are Eligible for Discount,49.8,Easy,Database
2231,Largest Number After Digit Swaps by Parity,61.5,Easy,"Sorting, Heap (Priority Queue)"
2232,Minimize Result by Adding Parentheses to Expression,67.3,Medium,"String, Enumeration"
2233,Maximum Product After K Increments,41.4,Medium,"Array, Greedy, Heap (Priority Queue)"
2234,Maximum Total Beauty of the Gardens,29.3,Hard,"Array, Two Pointers, Binary Search, Greedy, Sorting"
2235,Add Two Integers,87.7,Easy,Math
2236,Root Equals Sum of Children,84.3,Easy,"Tree, Binary Tree"
2237,Count Positions on Street With Required Brightness,63.8,Medium,"Array, Prefix Sum"
2238,Number of Times a Driver Was a Passenger,70.9,Medium,Database
2239,Find Closest Number to Zero,44.8,Easy,Array
2240,Number of Ways to Buy Pens and Pencils,56.9,Medium,"Math, Enumeration"
2241,Design an ATM Machine,41.3,Medium,"Array, Greedy, Design"
2242,Maximum Score of a Node Sequence,38.3,Hard,"Array, Graph, Sorting, Enumeration"
2243,Calculate Digit Sum of a String,65.9,Easy,"String, Simulation"
2244,Minimum Rounds to Complete All Tasks,62.9,Medium,"Array, Hash Table, Greedy, Counting"
2245,Maximum Trailing Zeros in a Cornered Path,35.9,Medium,"Array, Matrix, Prefix Sum"
2246,Longest Path With Different Adjacent Characters,54.6,Hard,"Array, String, Tree, Depth-First Search, Graph, Topological Sort"
2247,Maximum Cost of Trip With K Highways,49.4,Hard,"Dynamic Programming, Bit Manipulation, Graph, Bitmask"
2248,Intersection of Multiple Arrays,68,Easy,"Array, Hash Table, Counting"
2249,Count Lattice Points Inside a Circle,52.5,Medium,"Array, Hash Table, Math, Geometry, Enumeration"
2250,Count Number of Rectangles Containing Each Point,34.6,Medium,"Array, Binary Search, Binary Indexed Tree, Sorting"
2251,Number of Flowers in Full Bloom,56.6,Hard,"Array, Hash Table, Binary Search, Sorting, Prefix Sum, Ordered Set"
2252,Dynamic Pivoting of a Table,55.5,Hard,Database
2253,Dynamic Unpivoting of a Table,68,Hard,Database
2254,Design Video Sharing Platform,64.4,Hard,"Hash Table, Stack, Design, Ordered Set"
2255,Count Prefixes of a Given String,72.5,Easy,"Array, String"
2256,Minimum Average Difference,43.1,Medium,"Array, Prefix Sum"
2257,Count Unguarded Cells in the Grid,52.4,Medium,"Array, Matrix, Simulation"
2258,Escape the Spreading Fire,35.1,Hard,"Array, Binary Search, Breadth-First Search, Matrix"
2259,Remove Digit From Number to Maximize Result,45.2,Easy,"String, Greedy, Enumeration"
2260,Minimum Consecutive Cards to Pick Up,51.2,Medium,"Array, Hash Table, Sliding Window"
2261,K Divisible Elements Subarrays,51.1,Medium,"Array, Hash Table, Trie, Rolling Hash, Hash Function, Enumeration"
2262,Total Appeal of A String,55.6,Hard,"Hash Table, String, Dynamic Programming"
2263,Make Array Non-decreasing or Non-increasing,65.5,Hard,"Dynamic Programming, Greedy"
2264,Largest 3-Same-Digit Number in String,69,Easy,String
2265,Count Nodes Equal to Average of Subtree,86.3,Medium,"Tree, Depth-First Search, Binary Tree"
2266,Count Number of Texts,47.7,Medium,"Hash Table, Math, String, Dynamic Programming"
2267,Check if There Is a Valid Parentheses String Path,38.6,Hard,"Array, Dynamic Programming, Matrix"
2268,Minimum Number of Keypresses,70.9,Medium,"Array, String, Greedy, Sorting, Counting"
2269,Find the K-Beauty of a Number,59.6,Easy,"Math, String, Sliding Window"
2270,Number of Ways to Split Array,47.5,Medium,"Array, Prefix Sum"
2271,Maximum White Tiles Covered by a Carpet,33.6,Medium,"Array, Binary Search, Greedy, Sorting, Prefix Sum"
2272,Substring With Largest Variance,46.3,Hard,"Array, Dynamic Programming"
2273,Find Resultant Array After Removing Anagrams,58,Easy,"Array, Hash Table, String, Sorting"
2274,Maximum Consecutive Floors Without Special Floors,51.8,Medium,"Array, Sorting"
2275,Largest Combination With Bitwise AND Greater Than Zero,72.6,Medium,"Array, Hash Table, Bit Manipulation, Counting"
2276,Count Integers in Intervals,35.1,Hard,"Design, Segment Tree, Ordered Set"
2277,Closest Node to Path in Tree,62.3,Hard,"Array, Tree, Depth-First Search, Breadth-First Search"
2278,Percentage of Letter in String,74,Easy,String
2279,Maximum Bags With Full Capacity of Rocks,67.5,Medium,"Array, Greedy, Sorting"
2280,Minimum Lines to Represent a Line Chart,25.2,Medium,"Array, Math, Geometry, Sorting, Number Theory"
2281,Sum of Total Strength of Wizards,27.8,Hard,"Array, Stack, Monotonic Stack, Prefix Sum"
2282,Number of People That Can Be Seen in a Grid,48.4,Medium,"Array, Stack, Matrix, Monotonic Stack"
2283,Check if Number Has Equal Digit Count and Digit Value,72.1,Easy,"Hash Table, String, Counting"
2284,Sender With Largest Word Count,56.7,Medium,"Array, Hash Table, String, Counting"
2285,Maximum Total Importance of Roads,61,Medium,"Greedy, Graph, Sorting, Heap (Priority Queue)"
2286,Booking Concert Tickets in Groups,17.2,Hard,"Binary Search, Design, Binary Indexed Tree, Segment Tree"
2287,Rearrange Characters to Make Target String,58.9,Easy,"Hash Table, String, Counting"
2288,Apply Discount to Prices,30,Medium,String
2289,Steps to Make Array Non-decreasing,21.8,Medium,"Array, Linked List, Stack, Monotonic Stack"
2290,Minimum Obstacle Removal to Reach Corner,53.4,Hard,"Array, Breadth-First Search, Graph, Heap (Priority Queue), Matrix, Shortest Path"
2291,Maximum Profit From Trading Stocks,45.3,Medium,"Array, Dynamic Programming"
2292,Products With Three or More Orders in Two Consecutive Years,39.1,Medium,Database
2293,Min Max Game,63,Easy,"Array, Simulation"
2294,Partition Array Such That Maximum Difference Is K,73.5,Medium,"Array, Greedy, Sorting"
2295,Replace Elements in an Array,57.9,Medium,"Array, Hash Table, Simulation"
2296,Design a Text Editor,44.4,Hard,"Linked List, String, Stack, Design, Simulation, Doubly-Linked List"
2297,Jump Game VIII,46,Medium,"Array, Dynamic Programming, Stack, Graph, Monotonic Stack, Shortest Path"
2298,Tasks Count in the Weekend,81.1,Medium,Database
2299,Strong Password Checker II,54.7,Easy,String
2300,Successful Pairs of Spells and Potions,42.8,Medium,"Array, Two Pointers, Binary Search, Sorting"
2301,Match Substring After Replacement,40.8,Hard,"Array, Hash Table, String, String Matching"
2302,Count Subarrays With Score Less Than K,54.4,Hard,"Array, Binary Search, Sliding Window, Prefix Sum"
2303,Calculate Amount Paid in Taxes,65.4,Easy,"Array, Simulation"
2304,Minimum Path Cost in a Grid,66.5,Medium,"Array, Dynamic Programming, Matrix"
2305,Fair Distribution of Cookies,69.3,Medium,"Array, Dynamic Programming, Backtracking, Bit Manipulation, Bitmask"
2306,Naming a Company,46.5,Hard,"Array, Hash Table, String, Bit Manipulation, Enumeration"
2307,Check for Contradictions in Equations,42.8,Hard,"Array, Depth-First Search, Union Find, Graph"
2308,Arrange Table by Gender,68.5,Medium,Database
2309,Greatest English Letter in Upper and Lower Case,69.7,Easy,"Hash Table, String, Enumeration"
2310,Sum of Numbers With Units Digit K,26.6,Medium,"Math, Dynamic Programming, Greedy, Enumeration"
2311,Longest Binary Subsequence Less Than or Equal to K,37.8,Medium,"String, Dynamic Programming, Greedy, Memoization"
2312,Selling Pieces of Wood,49.6,Hard,"Array, Dynamic Programming, Memoization"
2313,Minimum Flips in Binary Tree to Get Result,59.6,Hard,"Dynamic Programming, Tree, Depth-First Search, Binary Tree"
2314,The First Day of the Maximum Recorded Degree in Each City,71.2,Medium,Database
2315,Count Asterisks,82.2,Easy,String
2316,Count Unreachable Pairs of Nodes in an Undirected Graph,49.4,Medium,"Depth-First Search, Breadth-First Search, Union Find, Graph"
2317,Maximum XOR After Operations,79.4,Medium,"Array, Math, Bit Manipulation"
2318,Number of Distinct Roll Sequences,56.9,Hard,"Dynamic Programming, Memoization"
2319,Check if Matrix Is X-Matrix,65.2,Easy,"Array, Matrix"
2320,Count Number of Ways to Place Houses,41.7,Medium,Dynamic Programming
2321,Maximum Score Of Spliced Array,56.6,Hard,"Array, Dynamic Programming"
2322,Minimum Score After Removals on a Tree,52.2,Hard,"Array, Bit Manipulation, Tree, Depth-First Search"
2323,Find Minimum Time to Finish All Jobs II,66.2,Medium,
2324,Product Sales Analysis IV,73.6,Medium,
2325,Decode the Message,84,Easy,
2326,Spiral Matrix IV,75.1,Medium,
2327,Number of People Aware of a Secret,45.5,Medium,
2328,Number of Increasing Paths in a Grid,58.5,Hard,
2329,Product Sales Analysis V,69.5,Easy,
2330,Valid Palindrome IV,75.8,Medium,
2331,Evaluate Boolean Binary Tree,83,Easy,
2332,The Latest Time to Catch a Bus,26.7,Medium,
2333,Minimum Sum of Squared Difference,25.4,Medium,
2334,Subarray With Elements Greater Than Varying Threshold,42.8,Hard,
2335,Minimum Amount of Time to Fill Cups,57.5,Easy,
2336,Smallest Number in Infinite Set,71.8,Medium,
2337,Move Pieces to Obtain a String,47.5,Medium,
2338,Count the Number of Ideal Arrays,26.8,Hard,
2339,All the Matches of the League,87.5,Easy,
2340,Minimum Adjacent Swaps to Make a Valid Array,72.4,Medium,
2341,Maximum Number of Pairs in Array,75.2,Easy,
2342,Max Sum of a Pair With Equal Sum of Digits,54.8,Medium,
2343,Query Kth Smallest Trimmed Number,43.8,Medium,
2344,Minimum Deletions to Make Array Divisible,56,Hard,
2345,Finding the Number of Visible Mountains,37.8,Medium,
2346,Compute the Rank as a Percentage,33.5,Medium,
2347,Best Poker Hand,60.4,Easy,
2348,Number of Zero-Filled Subarrays,66.7,Medium,
2349,Design a Number Container System,44.8,Medium,
2350,Shortest Impossible Sequence of Rolls,68.4,Hard,
2351,First Letter to Appear Twice,73.5,Easy,
2352,Equal Row and Column Pairs,70.5,Medium,
2353,Design a Food Rating System,45.2,Medium,
2354,Number of Excellent Pairs,47,Hard,
2355,Maximum Number of Books You Can Take,40.7,Hard,
2356,Number of Unique Subjects Taught by Each Teacher,87.8,Easy,
2357,Make Array Zero by Subtracting Equal Amounts,72.3,Easy,
2358,Maximum Number of Groups Entering a Competition,67.8,Medium,
2359,Find Closest Node to Given Two Nodes,45.5,Medium,
2360,Longest Cycle in a Graph,49.9,Hard,
2361,Minimum Costs Using the Train Line,78.8,Hard,
2362,Generate the Invoice,74.1,Hard,
2363,Merge Similar Items,75.5,Easy,
2364,Count Number of Bad Pairs,41.4,Medium,
2365,Task Scheduler II,52.1,Medium,
2366,Minimum Replacements to Sort the Array,53.7,Hard,
2367,Number of Arithmetic Triplets,84,Easy,
2368,Reachable Nodes With Restrictions,58.6,Medium,
2369,Check if There is a Valid Partition For The Array,51.8,Medium,
2370,Longest Ideal Subsequence,47.6,Medium,
2371,Minimize Maximum Value in a Grid,65.7,Hard,
2372,Calculate the Influence of Each Salesperson,82.5,Medium,
2373,Largest Local Values in a Matrix,88.2,Easy,
2374,Node With Highest Edge Score,47.4,Medium,
2375,Construct Smallest Number From DI String,75.7,Medium,
2376,Count Special Integers,38.4,Hard,
2377,Sort the Olympic Table,78.6,Easy,
2378,Choose Edges to Maximize Score in a Tree,58.2,Medium,
2379,Minimum Recolors to Get K Consecutive Black Blocks,58.7,Easy,
2380,Time Needed to Rearrange a Binary String,49.8,Medium,
2381,Shifting Letters II,37.2,Medium,
2382,Maximum Segment Sum After Removals,48.8,Hard,
2383,Minimum Hours of Training to Win a Competition,41.1,Easy,
2384,Largest Palindromic Number,34.6,Medium,
2385,Amount of Time for Binary Tree to Be Infected,62.8,Medium,
2386,Find the K-Sum of an Array,38.8,Hard,
2387,Median of a Row Wise Sorted Matrix,71,Medium,
2388,Change Null Values in a Table to the Previous Value,50.3,Medium,
2389,Longest Subsequence With Limited Sum,71.7,Easy,
2390,Removing Stars From a String,75.1,Medium,
2391,Minimum Amount of Time to Collect Garbage,85.3,Medium,
2392,Build a Matrix With Conditions,61.2,Hard,
2393,Count Strictly Increasing Subarrays,75.1,Medium,
2394,Employees With Deductions,40.3,Medium,
2395,Find Subarrays With Equal Sum,65,Easy,
2396,Strictly Palindromic Number,87.5,Medium,
2397,Maximum Rows Covered by Columns,54.8,Medium,
2398,Maximum Number of Robots Within Budget,34.3,Hard,
2399,Check Distances Between Same Letters,70.4,Easy,
2400,Number of Ways to Reach a Position After Exactly k Steps,35.1,Medium,
2401,Longest Nice Subarray,50.9,Medium,
2402,Meeting Rooms III,44.6,Hard,
2403,Minimum Time to Kill All Monsters,56.1,Hard,
2404,Most Frequent Even Element,50.4,Easy,
2405,Optimal Partition of String,78,Medium,
2406,Divide Intervals Into Minimum Number of Groups,47,Medium,
2407,Longest Increasing Subsequence II,23.6,Hard,
2408,Design SQL,78.5,Medium,
2409,Count Days Spent Together,44.8,Easy,
2410,Maximum Matching of Players With Trainers,62.7,Medium,
2411,Smallest Subarrays With Maximum Bitwise OR,43.9,Medium,
2412,Minimum Money Required Before Transactions,40.2,Hard,
2413,Smallest Even Multiple,87.6,Easy,
2414,Length of the Longest Alphabetical Continuous Substring,58,Medium,
2415,Reverse Odd Levels of Binary Tree,77.6,Medium,
2416,Sum of Prefix Scores of Strings,45.7,Hard,
2417,Closest Fair Integer,45.1,Medium,
2418,Sort the People,80,Easy,
2419,Longest Subarray With Maximum Bitwise AND,49.3,Medium,
2420,Find All Good Indices,38.6,Medium,
2421,Number of Good Paths,56.4,Hard,
2422,Merge Operations to Turn Array Into a Palindrome,69.3,Medium,
2423,Remove Letter To Equalize Frequency,17.3,Easy,
2424,Longest Uploaded Prefix,55.3,Medium,
2425,Bitwise XOR of All Pairings,58,Medium,
2426,Number of Pairs Satisfying Inequality,44,Hard,
2427,Number of Common Factors,78.9,Easy,
2428,Maximum Sum of an Hourglass,74.8,Medium,
2429,Minimize XOR,44,Medium,
2430,Maximum Deletions on a String,33.1,Hard,
2431,Maximize Total Tastiness of Purchased Fruits,64.5,Medium,
2432,The Employee That Worked on the Longest Task,50,Easy,
2433,Find The Original Array of Prefix Xor,88,Medium,
2434,Using a Robot to Print the Lexicographically Smallest String,39.6,Medium,
2435,Paths in Matrix Whose Sum Is Divisible by K,42.7,Hard,
2436,Minimum Split Into Subarrays With GCD Greater Than One,71.7,Medium,
2437,Number of Valid Clock Times,46.5,Easy,
2438,Range Product Queries of Powers,40.1,Medium,
2439,Minimize Maximum of Array,46.6,Medium,
2440,Create Components With Same Value,53,Hard,
2441,Largest Positive Integer That Exists With Its Negative,75.2,Easy,
2442,Count Number of Distinct Integers After Reverse Operations,79.2,Medium,
2443,Sum of Number and Its Reverse,47.2,Medium,
2444,Count Subarrays With Fixed Bounds,68.1,Hard,
2445,Number of Nodes With Value One,69,Medium,
2446,Determine if Two Events Have Conflict,50.8,Easy,
2447,Number of Subarrays With GCD Equal to K,49.9,Medium,
2448,Minimum Cost to Make Array Equal,45.9,Hard,
2449,Minimum Number of Operations to Make Arrays Similar,61.8,Hard,
2450,Number of Distinct Binary Strings After Applying Operations,64.5,Medium,
2451,Odd String Difference,59.1,Easy,
2452,Words Within Two Edits of Dictionary,60.6,Medium,
2453,Destroy Sequential Targets,39.1,Medium,
2454,Next Greater Element IV,38.8,Hard,
2455,Average Value of Even Numbers That Are Divisible by Three,60.1,Easy,
2456,Most Popular Video Creator,43.7,Medium,
2457,Minimum Addition to Make Integer Beautiful,37.5,Medium,
2458,Height of Binary Tree After Subtree Removal Queries,40.3,Hard,
2459,Sort Array by Moving Items to Empty Space,45.8,Hard,
2460,Apply Operations to an Array,67.4,Easy,
2461,Maximum Sum of Distinct Subarrays With Length K,33.9,Medium,
2462,Total Cost to Hire K Workers,43.1,Medium,
2463,Minimum Total Distance Traveled,40.6,Hard,
2464,Minimum Subarrays in a Valid Split,54.4,Medium,
2465,Number of Distinct Averages,57.8,Easy,
2466,Count Ways To Build Good Strings,54.6,Medium,
2467,Most Profitable Path in a Tree,49,Medium,
2468,Split Message Based on Limit,44.5,Hard,
2469,Convert the Temperature,89.3,Easy,
2470,Number of Subarrays With LCM Equal to K,38.8,Medium,
2471,Minimum Number of Operations to Sort a Binary Tree by Level,61.9,Medium,
2472,Maximum Number of Non-overlapping Palindrome Substrings,40.1,Hard,
2473,Minimum Cost to Buy Apples,68,Medium,
2474,Customers With Strictly Increasing Purchases,44.5,Hard,
2475,Number of Unequal Triplets in Array,71.2,Easy,
2476,Closest Nodes Queries in a Binary Search Tree,41.5,Medium,
2477,Minimum Fuel Cost to Report to the Capital,64.7,Medium,
2478,Number of Beautiful Partitions,30.9,Hard,
2479,Maximum XOR of Two Non-Overlapping Subtrees,49,Hard,
2480,Form a Chemical Bond,74.8,Easy,
2481,Minimum Cuts to Divide a Circle,53.2,Easy,
2482,Difference Between Ones and Zeros in Row and Column,84.5,Medium,
2483,Minimum Penalty for a Shop,67.3,Medium,
2484,Count Palindromic Subsequences,37.7,Hard,
2485,Find the Pivot Integer,83.9,Easy,
2486,Append Characters to String to Make Subsequence,66.1,Medium,
2487,Remove Nodes From Linked List,74.4,Medium,
2488,Count Subarrays With Median K,44.3,Hard,
2489,Number of Substrings With Fixed Ratio,58.1,Medium,
2490,Circular Sentence,62.7,Easy,
2491,Divide Players Into Teams of Equal Skill,59.6,Medium,
2492,Minimum Score of a Path Between Two Cities,57.5,Medium,
2493,Divide Nodes Into the Maximum Number of Groups,38.5,Hard,
2494,Merge Overlapping Events in the Same Hall,31.1,Hard,
2495,Number of Subarrays Having Even Product,64.3,Medium,
2496,Maximum Value of a String in an Array,72.1,Easy,
2497,Maximum Star Sum of a Graph,39,Medium,
2498,Frog Jump II,61.7,Medium,
2499,Minimum Total Cost to Make Arrays Unequal,43.9,Hard,
2500,Delete Greatest Value in Each Row,77.9,Easy,
2501,Longest Square Streak in an Array,39.6,Medium,
2502,Design Memory Allocator,52.8,Medium,
2503,Maximum Number of Points From Grid Queries,37.4,Hard,
2504,Concatenate the Name and the Profession,74.4,Easy,
2505,Bitwise OR of All Subsequence Sums,68.5,Medium,
2506,Count Pairs Of Similar Strings,69.6,Easy,
2507,Smallest Value After Replacing With Sum of Prime Factors,48.4,Medium,
2508,Add Edges to Make Degrees of All Nodes Even,31.4,Hard,
2509,Cycle Length Queries in a Tree,56,Hard,
2510,Check if There is a Path With Equal Number of 0's And 1's,50.2,Medium,
2511,Maximum Enemy Forts That Can Be Captured,38.2,Easy,
2512,Reward Top K Students,45.1,Medium,
2513,Minimize the Maximum of Two Arrays,30,Medium,
2514,Count Anagrams,32.5,Hard,
2515,Shortest Distance to Target String in a Circular Array,48.9,Easy,
2516,Take K of Each Character From Left and Right,34.4,Medium,
2517,Maximum Tastiness of Candy Basket,63.2,Medium,
2518,Number of Great Partitions,31.3,Hard,
2519,Count the Number of K-Big Indices,53.3,Hard,
2520,Count the Digits That Divide a Number,84.4,Easy,
2521,Distinct Prime Factors of Product of Array,51,Medium,
2522,Partition String Into Substrings With Values at Most K,46.1,Medium,
2523,Closest Prime Numbers in Range,37.1,Medium,
2524,Maximum Frequency Score of a Subarray,40.4,Hard,
2525,Categorize Box According to Criteria,35.4,Easy,
2526,Find Consecutive Integers from a Data Stream,49.1,Medium,
2527,Find Xor-Beauty of Array,68,Medium,
2528,Maximize the Minimum Powered City,32.4,Hard,
2529,Maximum Count of Positive Integer and Negative Integer,71,Easy,
2530,Maximal Score After Applying K Operations,45.6,Medium,
2531,Make Number of Distinct Characters Equal,26.2,Medium,
2532,Time to Cross a Bridge,44.6,Hard,
2533,Number of Good Binary Strings,51.8,Medium,
2534,Time Taken to Cross the Door,49.5,Hard,
2535,Difference Between Element Sum and Digit Sum of an Array,84.2,Easy,
2536,Increment Submatrices by One,49.1,Medium,
2537,Count the Number of Good Subarrays,50.1,Medium,
2538,Difference Between Maximum and Minimum Price Sum,32.3,Hard,
2539,Count the Number of Good Subsequences,52.9,Medium,
2540,Minimum Common Value,59.3,Easy,
2541,Minimum Operations to Make Array Equal II,31.4,Medium,
2542,Maximum Subsequence Score,53.6,Medium,
2543,Check if Point Is Reachable,42,Hard,
2544,Alternating Digit Sum,68.2,Easy,
2545,Sort the Students by Their Kth Score,85.2,Medium,
2546,Apply Bitwise Operations to Make Strings Equal,41,Medium,
2547,Minimum Cost to Split an Array,40,Hard,
2548,Maximum Price to Fill a Bag,65.5,Medium,
2549,Count Distinct Numbers on Board,60.1,Easy,
2550,Count Collisions of Monkeys on a Polygon,27.4,Medium,
2551,Put Marbles in Bags,66.7,Hard,
2552,Count Increasing Quadruplets,33.7,Hard,
2553,Separate the Digits in an Array,79.1,Easy,
2554,Maximum Number of Integers to Choose From a Range I,53.6,Medium,
2555,Maximize Win From Two Segments,32.9,Medium,
2556,Disconnect Path in a Binary Matrix by at Most One Flip,27.3,Medium,
2557,Maximum Number of Integers to Choose From a Range II,41.5,Medium,
2558,Take Gifts From the Richest Pile,66.6,Easy,
2559,Count Vowel Strings in Ranges,51.8,Medium,
2560,House Robber IV,42.9,Medium,
2561,Rearranging Fruits,34,Hard,
2562,Find the Array Concatenation Value,69.7,Easy,
2563,Count the Number of Fair Pairs,32.7,Medium,
2564,Substring XOR Queries,33.4,Medium,
2565,Subsequence With the Minimum Score,31.7,Hard,
2566,Maximum Difference by Remapping a Digit,59.6,Easy,
2567,Minimum Score by Changing Two Elements,47.7,Medium,
2568,Minimum Impossible OR,57.5,Medium,
2569,Handling Sum Queries After Update,27.6,Hard,
2570,Merge Two 2D Arrays by Summing Values,73.4,Easy,
2571,Minimum Operations to Reduce an Integer to 0,54.8,Medium,
2572,Count the Number of Square-Free Subsets,23,Medium,
2573,Find the String with LCP,32,Hard,
2574,Left and Right Sum Differences,86.3,Easy,
2575,Find the Divisibility Array of a String,32.4,Medium,
2576,Find the Maximum Number of Marked Indices,38.2,Medium,
2577,Minimum Time to Visit a Cell In a Grid,35.6,Hard,
2578,Split With Minimum Sum,70.2,Easy,
2579,Count Total Number of Colored Cells,57.5,Medium,
2580,Count Ways to Group Overlapping Ranges,35.9,Medium,
2581,Count Number of Possible Root Nodes,46.1,Hard,
2582,Pass the Pillow,45.8,Easy,
2583,Kth Largest Sum in a Binary Tree,47.3,Medium,
2584,Split the Array to Make Coprime Products,22.8,Hard,
2585,Number of Ways to Earn Points,57.3,Hard,
2586,Count the Number of Vowel Strings in Range,73.9,Easy,
2587,Rearrange Array to Maximize Prefix Score,40.9,Medium,
2588,Count the Number of Beautiful Subarrays,50.1,Medium,
2589,Minimum Time to Complete All Tasks,38.8,Hard,
2590,Design a Todo List,58.5,Medium,
2591,Distribute Money to Maximum Children,19.1,Easy,
2592,Maximize Greatness of an Array,57.4,Medium,
2593,Find Score of an Array After Marking All Elements,52.3,Medium,
2594,Minimum Time to Repair Cars,43.7,Medium,
2595,Number of Even and Odd Bits,72.9,Easy,
2596,Check Knight Tour Configuration,56.8,Medium,
2597,The Number of Beautiful Subsets,34.5,Medium,
2598,Smallest Missing Non-negative Integer After Operations,39.3,Medium,
2599,Make the Prefix Sum Non-negative,51.2,Medium,
2600,K Items With the Maximum Sum,61.5,Easy,
2601,Prime Subtraction Operation,37.6,Medium,
2602,Minimum Operations to Make All Array Elements Equal,35.1,Medium,
2603,Collect Coins in a Tree,37.1,Hard,
2604,Minimum Time to Eat All Grains,41.5,Hard,
2605,Form Smallest Number From Two Digit Arrays,53.6,Easy,
2606,Find the Substring With Maximum Cost,56.3,Medium,
2607,Make K-Subarray Sums Equal,36.4,Medium,
2608,Shortest Cycle in a Graph,36.4,Hard,
2609,Find the Longest Balanced Substring of a Binary String,46.1,Easy,
2610,Convert an Array Into a 2D Array With Conditions,87.2,Medium,
2611,Mice and Cheese,45.3,Medium,
2612,Minimum Reverse Operations,16.4,Hard,
2613,Beautiful Pairs,45.2,Hard,
2614,Prime In Diagonal,33.7,Easy,
2615,Sum of Distances,30.7,Medium,
2616,Minimize the Maximum Difference of Pairs,44,Medium,
2617,Minimum Number of Visited Cells in a Grid,24.8,Hard,
2618,Check if Object Instance of Class,27.7,Medium,
2619,Array Prototype Last,73,Easy,
2620,Counter,80.6,Easy,
2621,Sleep,86.5,Easy,
2622,Cache With Time Limit,73.8,Medium,
2623,Memoize,62.3,Medium,
2624,Snail Traversal,65,Medium,
2625,Flatten Deeply Nested Array,63.5,Medium,
2626,Array Reduce Transformation,84.1,Easy,
2627,Debounce,90.5,Medium,
2628,JSON Deep Equal,38.5,Medium,
2629,Function Composition,85.7,Easy,
2630,Memoize II,30.8,Hard,
2631,Group By,80.7,Medium,
2632,Curry,89.4,Medium,
2633,Convert Object to JSON String,77.4,Medium,
2634,Filter Elements from Array,84.3,Easy,
2635,Apply Transform Over Each Element in Array,85.6,Easy,
2636,Promise Pool,80.1,Medium,
2637,Promise Time Limit,81.2,Medium,
2638,Count the Number of K-Free Subsets,47,Medium,
2639,Find the Width of Columns of a Grid,67.2,Easy,
2640,Find the Score of All Prefixes of an Array,70.1,Medium,
2641,Cousins in Binary Tree II,67.8,Medium,
2642,Design Graph With Shortest Path Calculator,70.7,Hard,
2643,Row With Maximum Ones,75.5,Easy,
2644,Find the Maximum Divisibility Score,49,Easy,
2645,Minimum Additions to Make Valid String,50.2,Medium,
2646,Minimize the Total Price of the Trips,45,Hard,
2647,Color the Triangle Red,66.7,Hard,
2648,Generate Fibonacci Sequence,82.7,Easy,
2649,Nested Array Generator,79.1,Medium,
2650,Design Cancellable Function,50.8,Hard,
2651,Calculate Delayed Arrival Time,78.5,Easy,
2652,Sum Multiples,85.3,Easy,
2653,Sliding Subarray Beauty,32.8,Medium,
2654,Minimum Number of Operations to Make All Array Elements Equal to 1,35,Medium,
2655,Find Maximal Uncovered Ranges,53.1,Medium,
2656,Maximum Sum With Exactly K Elements,81.9,Easy,
2657,Find the Prefix Common Array of Two Arrays,80.9,Medium,
2658,Maximum Number of Fish in a Grid,59.5,Medium,
2659,Make Array Empty,25.2,Hard,
2660,Determine the Winner of a Bowling Game,34.2,Easy,
2661,First Completely Painted Row or Column,50.3,Medium,
2662,Minimum Cost of a Path With Special Roads,38.2,Medium,
2663,Lexicographically Smallest Beautiful String,36.6,Hard,
2664,The Knight’s Tour,66.2,Medium,
2665,Counter II,79.6,Easy,
2666,Allow One Function Call,85.8,Easy,
2667,Create Hello World Function,81.2,Easy,
2668,Find Latest Salaries,70.6,Easy,
2669,Count Artist Occurrences On Spotify Ranking List,71.4,Easy,
2670,Find the Distinct Difference Array,77.3,Easy,
2671,Frequency Tracker,29.5,Medium,
2672,Number of Adjacent Elements With the Same Color,54.4,Medium,
2673,Make Costs of Paths Equal in a Binary Tree,59,Medium,
2674,Split a Circular Linked List,72.7,Medium,
2675,Array of Objects to Matrix,69.2,Hard,
2676,Throttle,82.7,Medium,
2677,Chunk Array,83,Easy,
2678,Number of Senior Citizens,76.5,Easy,
2679,Sum in a Matrix,59.6,Medium,
2680,Maximum OR,40.6,Medium,
2681,Power of Heroes,30.4,Hard,
2682,Find the Losers of the Circular Game,48.7,Easy,
2683,Neighboring Bitwise XOR,61.5,Medium,
2684,Maximum Number of Moves in a Grid,45.6,Medium,
2685,Count the Number of Complete Components,65.1,Medium,
2686,Immediate Food Delivery III,65.3,Medium,
2687,Bikes Last Time Used,80.3,Easy,
2688,Find Active Users,41.1,Medium,
2689,Extract Kth Character From The Rope Tree,74.6,Easy,
2690,Infinite Method Object,92.4,Easy,
2691,Immutability Helper,39.8,Hard,
2692,Make Object Immutable,64,Medium,
2693,Call Function with Custom Context,80.3,Medium,
2694,Event Emitter,75,Medium,
2695,Array Wrapper,87.8,Easy,
2696,Minimum String Length After Removing Substrings,69.4,Easy,
2697,Lexicographically Smallest Palindrome,81.4,Easy,
2698,Find the Punishment Number of an Integer,62,Medium,
2699,Modify Graph Edge Weights,23.9,Hard,
2700,Differences Between Two Objects,77.3,Medium,
2701,Consecutive Transactions with Increasing Amounts,30.8,Hard,
2702,Minimum Operations to Make Numbers Non-positive,52,Hard,
